Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Ramezani Darabi, Rezvaneh",57201130431,2,"Chemistry
Chemical Engineering
",
"Larijani, H. Tavassoli",57195334428,2,"Physics and Astronomy
Materials Science
Chemistry
",
"Hghparast, Fahime",55800934500,1,"Energy
",
"Ganji, Bahram Azizollah",22634157800,72,"Engineering
Physics and Astronomy
Materials Science
Computer Science
Mathematics
Energy
Social Sciences
Chemical Engineering
Multidisciplinary
",
"Asadi, Nima",36676838900,1,"Multidisciplinary
",
"Soleimani, Reza",55354916400,22,"Chemical Engineering
Chemistry
Engineering
Energy
Physics and Astronomy
Materials Science
Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
",
"Ardali, Sadegh Raiessi",37661036300,2,"Engineering
Mathematics
Chemical Engineering
",
"Sadoughi, N.",35771537800,4,"Mathematics
Physics and Astronomy
Engineering
Materials Science
",
"Gorgi, Abolghasem Mohamadpour",57218899173,1,"Materials Science
Chemistry
",
"Pourali, Nasir",57203894497,1,"Engineering
Earth and Planetary Sciences
",
"Gholamzade Ledari, Dorna",57215586066,1,"Earth and Planetary Sciences
",
"Zarei, Mehdi",57222084870,2,"Materials Science
Engineering
Physics and Astronomy
Chemistry
",
"Sadati, Seyed Jalil",36085200600,30,"Engineering
Mathematics
Computer Science
Physics and Astronomy
Chemical Engineering
Energy
Materials Science
Decision Sciences
",0000-0003-3964-7648
"Biabani, Sahar",57219851588,1,"Physics and Astronomy
Computer Science
Mathematics
",
"Samakoosh, Mostafa Amozadeh",57208082264,1,"Engineering
Materials Science
",
"Alashti, Akbari Rashidi",55744935800,2,"Engineering
Multidisciplinary
",
"Mohammadi, Mahla",57193332297,3,"Computer Science
Engineering
Physics and Astronomy
Neuroscience
",
"Ghoreishi, Aliasghar A.",28067893800,3,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Environmental Science
Chemical Engineering
Agricultural and Biological Sciences
",
"Mohebi, Zahra Hassani",57208484257,2,"Engineering
Materials Science
",
"Jahanbakhshi, Mahdieh",57271756600,1,"Materials Science
Physics and Astronomy
Engineering
",
"Zirehpour, Alireza",55252807900,14,"Chemical Engineering
Environmental Science
Engineering
Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Energy
",0000-0003-1379-1713
"Nikfard, R.",25722145000,1,,
"Siavash Amoli, Behzad",57209364210,1,"Physics and Astronomy
Chemical Engineering
",
"Dardel, Morteza",35197918900,84,"Engineering
Mathematics
Physics and Astronomy
Computer Science
Materials Science
Energy
Environmental Science
Chemical Engineering
Chemistry
",
"Kordtabar, Behrouz",56968040500,5,"Earth and Planetary Sciences
Engineering
Agricultural and Biological Sciences
Environmental Science
Materials Science
",
"Jahamshahi, Mohsen",55368832200,1,"Materials Science
Chemical Engineering
Environmental Science
Engineering
Chemistry
",
"Rezaee, Hosna",57208578543,1,"Materials Science
Chemistry
",
"Goharinezhad, Atefeh",57194577068,1,"Materials Science
",
"Ebrahimi, Mahboubeh K.",57196579664,3,"Engineering
",
"Raz, Afsaneh",57189872537,2,"Energy
",
"Darzi, Shayan",57224984524,1,"Engineering
Computer Science
",
"Ardalanniya, Ahmad",57222584312,3,"Engineering
Materials Science
Physics and Astronomy
",
"Ahmadchally, Alireza Aghanejad",57222190892,1,"Engineering
Materials Science
",
"Gholami, Nematollah",57191495165,1,"Engineering
",
"Heydari, A.",57212218572,1,"Engineering
",
"Sheikholeslami, Mohsen",57359868000,2,"Engineering
Materials Science
Chemistry
",
"Mazandarania, Majid Taghizadeh",55321733700,1,"Chemical Engineering
",
"Moghadam, Shoeib",57219176032,1,"Agricultural and Biological Sciences
",
"Barari, Mohammad",25222689800,12,"Materials Science
Chemistry
Chemical Engineering
Physics and Astronomy
Engineering
Pharmacology, Toxicology and Pharmaceutics
Computer Science
",
"Rudposhti, Maytham Allahi",57222660980,1,"Computer Science
Engineering
",
"Beiki, Tavoos",57197788014,1,"Chemistry
Materials Science
Chemical Engineering
",
"Vasegh Amiri, Javad",57212587539,1,"Engineering
Materials Science
",
"Bistouni, Bahareh Ghobadi",36622587800,2,"Chemistry
Chemical Engineering
",
"Bagherian, Abbas",36902552100,2,"Chemistry
Earth and Planetary Sciences
Chemical Engineering
",
"Golipour, Sahar",57224354409,1,"Engineering
",
"Rabiei, Meisam",36195309800,6,"Engineering
Earth and Planetary Sciences
Agricultural and Biological Sciences
Environmental Science
",
"Shidpour, Reza",26635988100,13,"Engineering
Materials Science
Physics and Astronomy
Chemical Engineering
Chemistry
Environmental Science
Energy
Mathematics
",
"Ebrahimi, Mohammad",57218589972,1,"Environmental Science
Chemistry
Medicine
",
"Rokhfirooz, Aidin",57288769500,1,"Materials Science
",
"Niaki, Zahra Mohammadi",57226122986,1,"Environmental Science
Immunology and Microbiology
Medicine
",
"Ramian, Arash",57219026298,4,"Engineering
Computer Science
Mathematics
Materials Science
",
"Hosseinpour, Maryam N.",56816644600,2,"Environmental Science
Engineering
",
"Jalili Palandi, S.",56479203900,1,"Engineering
",
"Ali Emadi, Amir",57239862400,1,"Engineering
Materials Science
",
"Bararpour, Seyedeh Marjan",57209719695,6,"Materials Science
Engineering
Physics and Astronomy
Chemistry
Mathematics
Computer Science
",
"Hosseiniza Deh, S. F.",54398668500,1,"Engineering
",
"Amani, Hossein",23003375000,30,"Chemical Engineering
Energy
Chemistry
Biochemistry, Genetics and Molecular Biology
Materials Science
Earth and Planetary Sciences
Environmental Science
Physics and Astronomy
Immunology and Microbiology
Medicine
Engineering
Multidisciplinary
",
"Yosefi, Mohammad",36027200300,3,"Multidisciplinary
",
"Hassaninejad–Darzi, Seyed Karim",56441663300,1,"Materials Science
Engineering
Physics and Astronomy
",
"Janalizadeh, Asskar",23972863400,8,"Engineering
Physics and Astronomy
Earth and Planetary Sciences
Mathematics
Environmental Science
Materials Science
Energy
Agricultural and Biological Sciences
Chemistry
Computer Science
",
"Mousavitileboni, Seyed Esmaei",56358059300,1,"Physics and Astronomy
Earth and Planetary Sciences
Mathematics
Engineering
Chemistry
Computer Science
",
"Razeghi-Harikandeei, Alieh",57216562074,3,"Physics and Astronomy
Engineering
Materials Science
Chemical Engineering
",
"Babaei, Fereshteh",57220394707,1,"Mathematics
",
"Rezaie, Behrooz",24332995600,64,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Energy
Materials Science
Chemical Engineering
Chemistry
Neuroscience
Economics, Econometrics and Finance
Environmental Science
Medicine
Social Sciences
",0000-0001-7017-8507
"Zabihallahpoor, Atieh",56951208400,1,"Chemical Engineering
Chemistry
",
"Sadighi, Ali",57204054432,12,"Engineering
Mathematics
Physics and Astronomy
Materials Science
Chemistry
Chemical Engineering
Computer Science
",
"Sadighi, A.",57204054433,1,"Engineering
Mathematics
Materials Science
",
"Samadi, S.",57190944118,1,"Engineering
",
"Shojaei, Ahmadreza",57205298342,3,"Engineering
Chemical Engineering
Physics and Astronomy
Materials Science
",
"Zavari, Saeid",57219565700,1,"Engineering
Computer Science
",
D.D.Ganji,57247227900,1,"Engineering
",
"Sabet, S. Safary",57221907992,1,"Engineering
Physics and Astronomy
Materials Science
Chemistry
Computer Science
",
"Miansari, Morteza",56006363900,14,"Materials Science
Physics and Astronomy
Energy
Chemistry
Engineering
Chemical Engineering
Mathematics
Medicine
Biochemistry, Genetics and Molecular Biology
Environmental Science
Business, Management and Accounting
Multidisciplinary
Computer Science
",
"Khorramian, Mreza",56043211400,1,"Computer Science
",
"Azimi, Erfan",57206728197,9,"Engineering
Computer Science
Energy
Mathematics
Decision Sciences
",
"Daniali, H. M.",16068119500,49,"Engineering
Mathematics
Computer Science
Physics and Astronomy
Chemical Engineering
Materials Science
Chemistry
Economics, Econometrics and Finance
Medicine
Social Sciences
Multidisciplinary
",
"Ebadi, Ali",56231638600,6,"Engineering
Computer Science
Energy
Chemical Engineering
Mathematics
",
"Kia-Kojouri, Mina",57189391335,1,"Chemistry
Chemical Engineering
",
"Fallah, M.",36809452200,1,"Engineering
",
"Salehi, B.",56521331000,2,"Mathematics
Engineering
",
"Yousefzadeh, Mohammad",57222156538,1,"Computer Science
Physics and Astronomy
Engineering
",
"Mousavi Tilehboni, S. E.",55770614900,2,"Physics and Astronomy
Chemistry
Materials Science
Engineering
",
"Nasrollahpour, Sepideh",57215812637,5,"Engineering
Materials Science
Physics and Astronomy
Earth and Planetary Sciences
Energy
Business, Management and Accounting
Environmental Science
Mathematics
",
